time,y,x1,x2,x3,x4,x5
0,0.4120695846029636,0.0012301533574825742,0.014571832633255241,-0.607621275254437,0.0999976136432299,0.9250332876450185
1,1.6206192015689405,0.2987455375084699,0.5567378709381217,-0.7424338157462491,-0.7249995760241886,-0.9720766601819917
2,3.0056287194717384,-0.2741378553622176,-0.058808272858613814,-0.05865015192214237,-0.5069927724262225,1.9674648882914787
3,1.6915028114903767,-0.8905918387572742,-0.7438478466481192,-1.0433044311523152,-0.3526151284458559,0.879736587886812
4,5.607247343619677,-0.45467078517172255,-0.7833010475144885,0.6061067511550176,-0.21982298210644163,-0.3049903141600958
5,2.587881719921119,-0.9916465549964624,-0.7334267628783411,-0.10391554918407729,-1.5265801911488799,-0.34036589711426135
6,4.551197150825751,0.060143602597438485,-0.1841543629077295,0.25000830685995257,-0.0841471274438779,1.1173014229955505
7,-3.2820850437836784,1.3402152455545335,1.6158440124753384,-0.18294003597067152,-1.1764976213288025,-1.2972706169462467
8,3.60427605101926,-0.49220651855132963,-0.8976977846706679,-0.7272544472524123,-0.9633191878261634,0.5585096504795874
9,3.7887824940577537,-0.6204748998199404,-0.6190042495308012,-0.9479595597488518,-0.4034833571984258,0.8753579161794023
10,3.078512355344145,0.4898420501851982,0.44807928596843755,-0.23727600432454096,0.052306618902731916,0.06536008044539354
11,3.041173245539082,0.35688700816006075,-0.13528989521819185,-0.5487603374278119,0.7266973780855284,1.49279363116798
12,3.7893454028915343,0.10541424899789856,0.6996711844278343,0.23390133320957562,0.023972610386262277,-0.12545608016730458
13,2.047373438295057,-0.9304680447082047,-0.344888232590705,-0.004431703197639366,-1.0764343056218462,-0.1404290057887998
14,3.090433825454628,-0.02925182246327349,-0.1891659932293907,-1.3623067479227293,-1.4828825231908853,-0.8612814806994029
15,4.3547974546352615,0.6953031944582878,0.909781346849208,0.06712129942835174,-0.596584047638544,1.6774865323297803
16,0.8739980617628669,-1.344214547285082,-1.1041407591177013,-1.3428604171407572,-1.7924799029193044,-0.7349207970816432
17,3.785345704559728,-0.45761576104021817,-1.335752312327841,-0.6164776255192805,-0.12677730135268778,0.7810850905203379
18,0.5105757077485289,-1.901222739800844,-1.66148561491962,-0.2943536092178474,-0.657710163028161,-0.3625882529674689
19,2.485055951765415,-1.289537739784976,-1.2078451485438149,-2.075273277911311,-2.836852266218823,1.7416965268727091
20,2.773464678534511,-1.8417350377917323,-1.6652701610523082,0.09150744785998134,0.5519011756854361,1.7918374677314635
21,0.11604872324362647,-0.23509113107468127,-0.5931900625282192,0.15098334971433505,0.02768974670533962,-1.8798590683363914
22,3.2272266208664138,-1.2674464814437032,-1.2603222291053489,-0.15802419342467286,0.139169159449506,1.9781344245137467
23,3.9915178282324866,0.2712643588217015,0.18717264293216143,-0.4243172724715942,-0.2230170094401279,0.4197443820688762
24,2.601702683750517,0.15675108662422516,0.5600439757185988,-0.37360366010814,0.18063575182816421,-1.7045861050330928
25,0.6381433753651629,-0.18693094462995438,-0.054926997922703044,-0.9765394686110568,-0.6569645051168647,-0.011876724742972744
26,-2.3558107478207186,-2.516759710820513,-2.3173631945258046,-0.2697003697288119,0.6765514796245797,-1.8021122409917463
27,0.6438172362430439,-0.5386928958466366,0.039542035089923266,-0.5526118035148618,-0.08934030947634536,0.19557526345951315
28,0.7515140639419855,-0.048500945401071985,-0.23895764518626272,0.09168539268739877,0.3386271112530615,-1.2581820434254989
29,2.227998254481478,0.11330898600330756,-0.03205633958334167,-1.2041360895448572,-0.5559884203036105,-0.528238645260791
30,3.0734952788640184,-1.5301357655053935,-2.043589158233633,0.235589909011144,-0.8547334834903031,-0.7811995338150779
31,1.7353222768097485,-0.47775327603393064,0.1096540322480481,0.1432188934776698,-0.014991800828235077,0.40884806111857275
32,3.8692332270163514,-0.9785190780566395,-0.5627212229440585,-0.1415628321787237,-0.280615525209755,1.2894479252173214
33,5.737165264443371,-0.8088372394255993,-0.4232334446924537,-0.439204823086289,-0.16216067134806336,1.7461465053674803
34,4.344362709879522,1.0608986233860787,1.2101411897716206,0.5523398924701125,-0.5644479902783255,-0.6845676676159096
35,1.8192286471977905,-0.8075346753318965,-0.7043798956230666,-1.6646017067938645,-0.02134085093066762,0.27875977819083664
36,3.3490131207096137,-0.0325217049455206,0.04550116016393617,0.4604533381451202,0.3953894016111532,-1.9764033216665027
37,3.949580143608335,0.8843898673831739,0.7254363713989623,0.24303746619037217,-0.6777960521222113,-0.5113458765542735
38,7.094398599727797,-0.583600432743302,-0.6081725471268691,0.28337629253461555,-0.9978574697309555,1.8428152930630022
39,3.7090981444334896,-0.11170194958415963,-0.08375952951763388,0.3833125924326753,0.07141770909840456,-1.5246457966040206
40,4.916627816710737,0.11046414324948059,0.6307673408368442,-0.6536444065928503,-0.5203238736635212,1.4793111024765841
41,3.7414521712991577,0.06378177425506196,0.2531699979474845,-0.25946005830143554,-0.6844265009930777,0.6100207872216834
42,2.1226505947883916,-1.2250558264176934,-1.1475124043198794,0.6370583312163494,0.5104205113981906,-0.824425084239536
43,5.793366179882384,0.0761402303770081,-0.1327382057083412,0.4306392440831103,-0.1473755662095152,1.1126437850878208
44,1.990898652303197,1.3588234217415376,1.027868077408134,0.20671276544264874,0.5308597120042631,-0.8428745262277553
45,-0.6129776500378532,-1.5471446781284823,-0.8624263499678324,-1.5143202451196276,-1.567203444455958,1.5792602331388403
46,1.024076237707797,0.8593826880215982,0.9679726294593567,0.5378871148832081,0.34957082284479796,-1.668963371799625
47,1.3427369033466445,0.11935402569658124,0.1334483990495839,1.1694709919931063,1.5038171157486713,-1.5240277794597898
48,4.387655464941843,-0.6414703941072214,-0.7113164073320967,1.0096714930428576,2.5069382631672052,1.0000487234055022
49,5.482185117113602,2.000416546342423,1.4522145285398445,0.2338780487691054,-0.5416356007030508,-0.20328678974253167
50,3.116759305756475,0.7622597120847118,0.6778773900034712,-1.5576786036041945,-1.4155304615839055,-1.4101466413516084
51,1.7238920398572006,-1.1992889021052233,-0.7975654778722352,0.9425448142280201,0.07189638149965982,0.05373618263790014
52,0.6647041085904479,0.07451622877146342,-0.06883310592337515,-0.1472546367197673,0.4459515795346553,-0.8121235053794478
53,0.6687351430418955,0.5766895836701853,0.45101951292637443,-2.5325196480669656,-2.57643326764917,0.19726113386357458
54,1.2661002552553025,-0.1887821253507493,-0.2510415783263318,0.37720740310720396,-0.07500474974011778,0.9748556937361679
55,-0.1708686143529985,0.682910267195206,0.6666354746189486,-1.4921717830795365,-1.0652411464219327,1.427357438124086
56,3.5062735128145603,-0.06651732014941557,-0.6187497420984254,-1.296440580195063,-1.5925833837723649,-1.7639993302547952
57,0.6052300759428841,0.6672475608343279,0.5314783327797998,-0.6349588923738527,-1.114598754278124,0.3694191108984617
58,5.6162815185192105,1.438522591656152,1.0244023529697348,1.272591177882884,0.5578778028327133,1.9346633276327516
59,-0.23558038812807225,-0.6756622510056528,-0.31200450952828873,-0.37084535417839304,-1.7298999161610271,-0.16081028149123178
60,2.6255139514242067,0.20313861038960904,-0.08282201523926061,0.2709915877367156,-0.8221406405356331,1.078265827186378
61,-1.3069933087912733,-0.46330757653841514,-0.2242766088600985,1.7479679637522305,0.9344537131713393,-1.6109573517231324
62,7.743828495133134,0.12726841122583082,0.6506400467821304,1.5940297626557918,1.2195822792984534,1.4940315105875381
63,2.6229203244049852,-1.18719452785014,-1.2019776570706977,-0.10335341582736501,-0.2023793812466709,0.32821133477808573
64,0.205120951475247,-0.5793015965026732,-0.7435091570256726,-0.2415210220605113,-1.410842801829934,1.5530527444036202
65,0.7732700348607777,-0.1961959728044967,-0.11349900428600447,-1.2608706340895501,-1.2072598480946835,1.1484716457733533
66,2.0132801232673065,0.8987638721004078,0.8261526026692152,-0.6944580741815911,0.07278569642720967,1.4769590972827538
67,1.0654651284159353,1.145222007454132,0.7058385252889026,0.4253583476127701,0.6868567017228645,-1.7708164756619516
68,3.548256670416165,-1.323527792484255,-1.0563237735858317,0.39573076180964684,0.22188803019726866,0.8620964308228922
69,-0.20122378879432506,-0.7946423659870495,-0.02564035799169284,0.11023823117395956,-0.5439921507469706,-1.2120763679138804
70,2.7098938418664376,0.6469034225734218,0.5048119504245445,0.9948016575639254,1.1382126199612919,-0.9367586315666765
71,-0.6645478162080709,-1.9924197841744944,-1.904032870063167,-0.7723680130331807,-0.9459078959701891,-0.7008684818713009
72,3.3603275932992624,-0.46316986495236695,-0.7918424840053576,-0.05607652018346502,-0.8577274458602383,0.36525860582510505
73,4.12083066659246,-0.09728692567008902,0.022176986473809737,0.7312429884948122,-0.049660272666883776,0.511443666564162
74,5.383382643951245,1.2570149772868198,0.7200121004562045,0.584145906227918,1.4227438386014495,1.725770183099589
75,-0.12744735163862053,0.6894039005707556,0.24682573000207597,1.0709457757324194,0.9037880697538788,-1.9491264336595355
76,1.7037930037193896,-0.32721342022219785,0.14684719854090428,0.3970204067650606,1.0893872218689358,-1.226246079911801
77,2.651465318772793,-0.3685758940999591,-0.6559983933600879,-0.3094025555968319,-0.5521172082343399,-0.5519899339893177
78,2.8371252931376336,-0.25019540051792494,0.1482953807894774,0.3621922602623995,0.9102391196132796,1.272027360158646
79,2.6095538438656436,1.5235294004561601,1.93517234974365,-1.0025951963841089,-1.1228694680015299,0.19963495832633527
80,1.395665416244242,-0.4280249425728672,-0.30301868705017787,-1.6394593315431263,-1.2578206904031697,0.04796240794654372
81,4.020967474118863,-0.3036803883647294,-0.0856989662977628,0.5806717808971771,2.1469154285970093,1.0407435874493522
82,3.1896477342703635,0.35258906728526535,1.0076697721928165,-0.0551403328210084,0.4984058096350261,0.620236951906699
